filename,title,feature,topic,role,level
help/quicksilver/administration-and-setup/add-users/create-and-manage-users/admin-console.md,Manage users in the Adobe Admin Console,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/how-access-levels-work/access-levels-toc.md,How new access levels work,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/how-access-levels-work/access-level-overview.md,New access levels overview,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/how-access-levels-work/licenses-overview.md,New licenses overview,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/how-access-levels-work/access-to-objects-areas-license-types.md,Access to objects and areas by for new licenses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/how-access-levels-work/functionality-available-for-objects.md,Functionality available for each object type for new access levels,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/how-access-levels-work/disable-auto-upgrade.md,Disable the auto-upgrade option for non-paid users on the new licensing plan,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/access-levels.md,How access levels work,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/access-levels-overview.md,Access levels overview,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/wf-licenses.md,Licenses overview,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/how-access-levels-permissions-work-together.md,How access levels and permissions work together,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/access-to-objects-and-areas-by-license-type.md,Access to objects and areas by license type,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/functionality-available-for-each-object-type.md,Functionality available for each object type for various access levels,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/configurable-functionality-in-each-access-level-by-object-type.md,Configurable access to functionality for each object type,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/default-access-levels-in-workfront.md,Built-in access levels in Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/access-levels-and-object-permissions/list-access-levels-and-licenses-for-your-users.md,List your users' access levels and licenses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/configure-access.md,Configure access to Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/create-modify-access-levels.md,Create or modify custom access levels,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-a-user-full-administrative-access.md,Grant a user full administrative access,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-users-admin-access-certain-areas.md,Grant users administrative access to certain areas,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-projects.md,Grant access to projects,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-tasks.md,Grant access to tasks,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-issues.md,Grant access to issues,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-documents.md,Grant access to documents,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-other-users.md,Grant access to users,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-teams.md,Grant access to teams,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-templates.md,Grant access to templates,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-reports-dashboards-calendars.md,"Grant access to reports, dashboards, and calendars",System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-portfolios.md,Grant access to portfolios,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-programs.md,Grant access to programs,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-financial.md,Grant access to financial data,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-fvg.md,"Grant access to filters, views, and groupings",System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-sp.md,Grant access to Scenario Planner,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-resource-management.md,Grant access to Resource Management,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/configure-and-grant-access/grant-access-goals.md,Grant access to Adobe Workfront Goals,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/single-sign-on.md,Single sign-on in Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/sso-in-workfront.md,Overview of single sign-on in Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/update-users-sso.md,Update users for single sign-on,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/configure-workfront-saml-2.md,Configure Adobe Workfront with SAML 2.0,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/update-saml-2-metadata-ip.md,Update SAML 2.0 metadata in your identity provider,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/configure-workfront-saml-2-adfs.md,Configure Adobe Workfront with SAML 2.0 using ADFS,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/enable-outlook-for-use-w-wf-and-saml-2.md,Enable Outlook for use with Workfront and SAML 2.0,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/deactivate-sso.md,Deactivate single sign-on in Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/create-and-manage-teams/create-and-manage-teams.md,Create and manage teams,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/create-and-manage-teams/create-a-team-from-setup.md,Create a team from the Setup area,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/create-and-manage-teams/edit-team-settings-from-setup.md,Edit a team's settings from the Setup area,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/customize-workfront.md,Customize Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/brand-workfront/brand-workfront.md,Custom branding in Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/brand-workfront/brand-your-workfront-instance.md,Brand your Adobe Workfront instance,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/brand-workfront/configure-custom-help-url.md,Configure a custom help URL,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/use-layout-templates-customize-ui.md,Layout templates,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/about-the-default-wf-layout.md,About the default Adobe Workfront layout,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/create-and-manage-layout-templates.md,Create and manage layout templates,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-main-menu.md,Customize the Main Menu using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-object-headers.md,Customize object headers using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-left-panel.md,Customize the left panel using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-details-view-layout-template.md,Customize the Details view using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-home-summary-layout-template.md,Customize Home and Summary using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-pinned-pages.md,Customize pinned pages using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-fvg-list-controls-layout-template.md,"Customize Filters, Views, and Groupings using a layout template",System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-terminology.md,Customize user interface terminology using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/customize-landing-page.md,Customize the landing page using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/brand-wf-using-a-layout-template.md,Brand Adobe Workfront using a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/test-a-layout-template.md,Testing a new layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/grant-admin-access-layout-template.md,Grant administrative access for a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/assign-users-to-layout-template.md,Assign users to a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/use-layout-templates/copy-a-layout-template.md,Copy a layout template,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/create-and-manage-custom-forms.md,Custom forms,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/custom-forms-overview.md,Custom forms overview,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/use-the-custom-form-builder.md,Use the legacy custom form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/create-or-edit-a-custom-form.md,Create or edit a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/copy-custom-form-to-create-a-new-one.md,Copy a custom form to create a new one with the legacy builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/add-a-custom-field-to-a-custom-form.md,Add a custom field to a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/add-widget-or-edit-its-properties-in-a-custom-form.md,Add or edit an image or other asset widget in a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/add-a-section-break-to-a-custom-form.md,Add a section break to a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/add-calculated-data-to-custom-form.md,Add calculated data to a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/use-existing-calc-field-new-custom-form.md,Reuse an existing calculated custom field in a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/position-fields-in-a-custom-form.md,Position custom fields and widgets in a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/configure-sharing-for-a-custom-field.md,Configure sharing for custom fields and widgets with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/reuse-an-existing-field.md,Reuse a custom field or asset widget in a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/display-or-skip-logic-custom-form.md,Add display logic and skip logic to a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/preview-and-complete-a-custom-form.md,Preview and complete a custom form with the legacy form builder,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/delete-object-type-on-a-custom-form.md,Delete object types on a custom form,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/form-designer-toc.md,Form designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/form-designer-overview.md,Form designer overview,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/design-a-form/design-a-form-toc.md,Design a form,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/design-a-form/design-a-form.md,Design a form with the form designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/design-a-form/design-from-copy.md,Design a form from a copy with the form designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/design-a-form/add-a-calculated-field.md,Add calculated fields with the form designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/design-a-form/organize-a-form.md,Organize and preview a form with the Form Designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/manage-a-form/manage-a-form-toc.md,Manage a form,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/manage-a-form/add-or-remove-objects-from-a-form.md,Add or delete object types from an existing custom form with the form designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/manage-a-form/rename-a-custom-form.md,Rename a custom form with the form designer,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/manage-custom-forms-toc.md,Manage custom forms and fields,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/share-access-to-a-custom-form.md,Share a custom form,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/access-for-a-shared-custom-form-you-want-to-use.md,Access for a shared custom field you want to use,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/form-designer/manage-a-form/activate-deactivate-form.md,Deactivate or reactivate a custom form,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/reference-custom-forms-in-report.md,Referencing custom forms in a report,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/view-all-reports-that-use-a-particular-custom-field.md,View all reports that use a particular custom field or widget,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/view-all-custom-forms-that-use-a-particular-custom-field.md,View all custom forms that use a particular custom field or widget,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/transfer-custom-form-data-larger-item.md,Transfer custom form data when converting an object,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/edit-a-custom-field.md,"Edit properties of a custom field, section break, or widget in a custom form","System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/delete-a-custom-field.md,Delete a custom field or widget from the system,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/delete-or-deactivate-a-custom-form.md,Delete a custom form,"System Setup and Administration, Custom Forms",Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-forms/rich-text-field-storage-in-the-api.md,Rich text field storage in the API,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/create-custom-status-and-priority-labels.md,Statuses and priority labels,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/statuses-overview.md,Statuses overview,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/project-statuses.md,Access the list of system project statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/system-project-statuses.md,System project statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/task-statuses.md,Access the list of system task statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/system-task-statuses.md,System task statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/issue-statuses.md,Access the list of system issue statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/create-or-edit-a-status.md,Create or edit a status,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/reorder-system-statuses.md,Reorder system-level and group statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/lock-or-unlock-a-custom-system-level-status.md,Locked and unlocked system-level statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/use-custom-statuses-as-default-statuses.md,Use custom statuses as default statuses,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/delete-a-custom-status.md,Delete a custom status,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/list-objects-pending-approval-certain-status.md,List objects with a pending approval processes using a certain status,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/create-customize-priorities.md,Create and customize priorities,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/creating-custom-status-and-priority-labels/create-customize-issue-severities.md,Create or customize issue severities,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/configure-approval-milestone-processes/config-approval-milestone-paths.md,Approval processes and milestone paths,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/configure-approval-milestone-processes/create-approval-processes.md,Create an approval process for work items,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/configure-approval-milestone-processes/edit-an-approval-process.md,Edit an approval process,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/configure-approval-milestone-processes/establish-approval-settings.md,Configure global approval settings,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/configure-approval-milestone-processes/how-changes-affect-group-approvals.md,How group and approval process changes affect assigned approval processes,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/configure-approval-milestone-processes/create-milestone-path.md,Create a milestone path,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-conditions/custom-conditions.md,Custom conditions,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-conditions/create-edit-custom-conditions.md,Create or edit a custom condition,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-conditions/change-display-order-of-conditions.md,Change the display order of conditions,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-conditions/set-custom-condition-default-projects.md,Set a custom condition as the default for projects,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-conditions/set-custom-condition-default-tasks-issues.md,Set a custom condition as the default for tasks and issues,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/customize-workfront/create-manage-custom-conditions/delete-custom-conditions.md,Delete a custom condition,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/manage-workfront.md,Manage Adobe Workfront,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configuring-proofing-functionality.md,Configure proofing functionality,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configure-proofing-organization.md,Configure proof settings for your organization,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/user-sync-proofing.md,User synchronization between Adobe Workfront and Workfront Proof,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/access-to-proofing-functionality.md,Access to proofing functionality in Workfront,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/install-desktop-proofing-viewer-org.md,Install the Desktop Proofing Viewer for your organization,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configure-default-proofing-roles.md,Configure default proofing roles,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configure-default-proof-settings.md,Configure default proof settings,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configure-default-proof-email-notification-settings.md,Configure default proof email notification settings,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configure-a-users-proofing-access.md,Configure a user's proofing access,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/configure-sharing-settings-users.md,Configure sharing settings for your users,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-proofing/create-manage-automated-workflow-templates.md,Create and manage Automated Workflow templates,"System Setup and Administration, Digital Content and Documents",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-reports/configure-reports.md,Configure reports,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/configure-reports/hide-built-in-reports.md,Hide built-in reports,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/emails.md,Emails,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/email-notifications-page.md,Email Notifications page,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/configure-event-notifications-for-everyone-in-the-system.md,Configure event notifications for everyone in the system,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/event-notifications-available-in-wf.md,Event notifications available in Adobe Workfront,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/unlock-configuration-of-event-notifications-for-groups.md,Unlock or lock configuration of event notifications for all groups,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/custom-email-subjects-event-notification.md,Customize email subjects for event notifications,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/modify-email-notification-settings-user-profiles.md,Modify email notification settings in users' profiles,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/set-up-reminder-notifications.md,Set up reminder notifications,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/setting-up-automatic-reminders.md,Set up automatic reminders,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/configure-email-templates.md,Configure email templates,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/allow-emails-from-wf-app.md,Allowing emails from the Adobe Workfront application,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/emails/manage-email-invitations.md,Manage email invitations to new users,"System Setup and Administration, Updates and Notifications",Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/security.md,Security,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/configure-security-preferences.md,Configure system security preferences,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/configure-password-policies-authentication.md,Configure password policies for authentication,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/removal-various-sso-options.md,Removal of various single sign-on options,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/renew-wf-saml-2-certificate.md,Renew the Adobe Workfront SAML 2.0 metadata certificate,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/prevent-duplicate-users.md,Prevent duplicate users,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/restrict-access-workfront-ip-address.md,Restrict access to Adobe Workfront by IP address,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/file-encryption.md,File encryption,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/change-your-workfront-domain.md,Change your Adobe Workfront domain,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/manage-api-keys.md,Manage API keys,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/workfront-privacy-policy.md,Adobe Workfront Privacy Policy,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/security/get-started-enhanced-authentication.md,Enhanced Authentication overview,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/add-users/single-sign-on/update-saml-2-metadata-ip-eauth-.md,Update SAML 2.0 metadata in your IDP when using enhanced authentication,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/exchange-rates/exchange-rates.md,Exchange rates,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/exchange-rates/set-up-exchange-rates.md,Set up exchange rates,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/manage-deleted-items/manage-deleted-items.md,Manage deleted items,System Setup and Administration,Administration,Admin,
help/quicksilver/administration-and-setup/manage-workfront/manage-deleted-items/restore-deleted-items.md,Restore deleted items,System Setup and Administration,Administration,Admin,
